draw_no,no,rank,store_name,address_full,pick_type,source
601,1,1,천하명당미아현대점,서울 강북구 솔샘로 283 1층,수동,parsed
601,2,1,로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,수동,parsed
601,3,1,부일카서비스,부산 동구 자성로133번길 35,자동,parsed
601,4,1,복권방,부산 부산진구 당감서로 84 202호,수동,parsed
601,5,1,대운복권,경기 성남시 중원구 성남대로 1149,자동,parsed
601,6,1,하늘채복권방,경기 수원시 영통구 매탄동 1156-1번지,자동,parsed
601,7,1,여기있었네복권방,충남 논산시 중앙로 417,자동,parsed
601,8,1,일공공일안경콘택트수송점,전북 군산시 수송동 850-6번지,자동,parsed
601,9,1,구담쌀슈퍼,경북 안동시 경동로 908,자동,parsed
601,1,2,로또복권,서울 관악구 장군봉1길 29,,parsed
601,2,2,GS25(구로미성),서울 구로구 신도림동 399번지 기임빌딩101,,parsed
601,3,2,반도서점,서울 금천구 독산로 136,,parsed
601,4,2,영훈슈퍼마켓,서울 도봉구 덕릉로 222,,parsed
601,5,2,GS25(창동본),서울 도봉구 창동 12번지 한성빌딩1층,,parsed
601,6,2,명가,서울 양천구 목동 911-1번지 가로판매점,,parsed
601,7,2,코코주,서울 중구 을지로6가 18-79번지,,parsed
601,8,2,부일카서비스,부산 동구 자성로133번길 35,,parsed
601,9,2,왕대박복권,대구 달성군 달구벌대로 812,,parsed
601,10,2,CU(침산건영점),대구 북구 침산동 296-1번지,,parsed
601,11,2,복권천국,인천 부평구 평천로 306 양영빌딩1층,,parsed
601,12,2,럭키하우스,광주 광산구 풍영로101번안길 12 1층,,parsed
601,13,2,대전우표사,대전 동구 중앙로204번길 16-1,,parsed
601,14,2,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200,,parsed
601,15,2,장군슈퍼,경기 부천시 소사로 837,,parsed
602,1,1,로또복권,서울 성동구 마장동 771-7번지,자동,parsed
602,2,1,엔.스피드텔레콤,서울 은평구 불광동 281-91번지,수동,parsed
602,3,1,충남상회,인천 미추홀구 참외전로 268 302동 B211호,자동,parsed
602,4,1,운천점(복권나라),광주 서구 운천로 153 1층,자동,parsed
602,5,1,로또암반수베팅샵,경기 남양주시 수레로 32,자동,parsed
602,6,1,로또(파발마점),경기 시흥시 마유로 415 역전프라자105호,자동,parsed
602,7,1,GS25(장유무계),경남 김해시 장유면 무계리 191-7번지 청학프라자 1-107호,자동,parsed
602,8,1,천하명당복권방,경남 진주시 봉곡동 15-5번지,수동,parsed
602,1,2,CU(타워팰리스점),서울 강남구 도곡동 467번지타워팰리스1차상가내1층,,parsed
602,2,2,GS25(논현경남),서울 강남구 논현동 262-32번지,,parsed
602,3,2,주택복권사랑방,서울 관악구 난곡로 363-1,,parsed
602,4,2,다터져복권방,서울 금천구 가산동 60-18번지 한신it타워2차101호,,parsed
602,5,2,로또복권,서울 성동구 마장동 771-7번지,,parsed
602,6,2,가판대20호,서울 송파구 송파대로 365 석촌농협앞가판대20호,,parsed
602,7,2,가판,서울 은평구 통일로 750,,parsed
602,8,2,평화슈퍼,서울 은평구 연서로 198-1,,parsed
602,9,2,코코주,서울 중구 을지로6가 18-79번지,,parsed
602,10,2,가로판매점,서울 중구 서소문로 109,,parsed
602,11,2,대박명당,부산 강서구 낙동북로102번길 1,,parsed
602,12,2,신풍,부산 사하구 신평동 647-4번지 신풍편의점,,parsed
602,13,2,복권명당,부산 해운대구 아랫반송로 11,,parsed
602,14,2,논공24시복권방,대구 달성군 논공중앙로 140 1층,,parsed
602,15,2,한마음병원앞버스매표소,인천 계양구 계양대로 53,,parsed
603,1,1,삼정그린환경,서울 강동구 양재대로 1355 오스카상가136호,수동,parsed
603,2,1,복권파티,서울 송파구 오금로 516,자동,parsed
603,3,1,HX복권방,경기 이천시 부발읍 아미리 726-9번지 현대시티플라자106호,자동,parsed
603,4,1,청룡마트,충남 천안시 동남구 풍세로 1010-31 현대아파트상가B-102호,자동,parsed
603,1,2,교통카드판매소,서울 강북구 수유3동 191-14번지 가판,,parsed
603,2,2,세븐일레븐 강변테크노마트점,서울 광진구 광나루로56길 85 테크노마트지하판매동1층D004,,parsed
603,3,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
603,4,2,복권나라,서울 동대문구 신설동 103-3번지 광일빌딩102호,,parsed
603,5,2,꽃돼지복권방,서울 동대문구 장안동 361-4번지,,parsed
603,6,2,신문가판대,서울 성북구 보문동4가 4번지 가판,,parsed
603,7,2,미래통신,서울 성북구 장월로 118-1,,parsed
603,8,2,바로정보,서울 양천구 공항대로 562,,parsed
603,9,2,슈퍼복권나라,부산 부산진구 범일로142번길 31 1층 복권방,,parsed
603,10,2,동원무지개로또,부산 사상구 덕포동 789번지 남영상가3-1호 해피타임편의점,,parsed
603,11,2,행운플러스,부산 사상구 괘감로 103 1층복권방,,parsed
603,12,2,심봤다복권나라,대구 북구 팔달로27길 81 1층,,parsed
603,13,2,대박베팅?,대구 수성구 수성동4가 1017-32번지,,parsed
603,14,2,코만도,대전 대덕구 석봉로43번길 1,,parsed
603,15,2,복권명당,대전 중구 목중로 47,,parsed
604,1,1,럭키복권방,서울 도봉구 노해로63길 79 우림빌딩 112호,자동,parsed
604,2,1,승리상사,서울 영등포구 신길동 115-33번지,자동,parsed
604,3,1,일등복권편의점,대구 달서구 대명천로 220 1층,자동,parsed
604,4,1,라이프마트,인천 중구 연안부두로53번길 36 5호,자동,parsed
604,5,1,오천억복권방,광주 서구 상무대로 1087,자동,parsed
604,6,1,럭키로또방,경기 수원시 영통구 센트럴타운로 15 아이플렉스104호,자동,parsed
604,7,1,천하명당우만점,경기 수원시 팔달구 월드컵로369번길 4,자동,parsed
604,8,1,복권명당,경기 안산시 상록구 건건로 41,자동,parsed
604,9,1,GS25(동백역점),경기 용인시 기흥구 중동 853-1번지,자동,parsed
604,10,1,천하명당복권방,전북 익산시 선화로 130,수동,parsed
604,11,1,삼계복권전문점,경남 창원시 마산회원구 경남대로 915,자동,parsed
604,1,2,미나식품(로또판매점),서울 강서구 금낭화로 91-12,,parsed
604,2,2,신명,서울 강서구 방화동로3길 1,,parsed
604,3,2,가로매점,서울 마포구 마포대로 61-1,,parsed
604,4,2,꽃이활짝피는복권방,서울 영등포구 당산로 26 상가동 1호. 문래역 7번출구 옆,,parsed
604,5,2,가로매점,서울 종로구 종로4가 126-2번지,,parsed
604,6,2,프레야행운방,서울 중구 다산로36길 21,,parsed
604,7,2,행운복권,부산 남구 석포로 132,,parsed
604,8,2,터서점,부산 동래구 아시아드대로 227,,parsed
604,9,2,황금어장,부산 중구 중앙대로 96 흥우빌딩1층 나들가게편의점,,parsed
604,10,2,황금어장,부산 중구 중앙대로 96 흥우빌딩1층 나들가게편의점,,parsed
604,11,2,황금어장,부산 중구 중앙대로 96 흥우빌딩1층 나들가게편의점,,parsed
604,12,2,엔타임편의점(대승복권),부산 해운대구 좌동 1479-3번지 세종월드프라자 137 엔타임편의점내,,parsed
604,13,2,탑훼미리마트,부산 해운대구 중동 1392-90번지,,parsed
604,14,2,일등복권편의점,대구 달서구 대명천로 220 1층,,parsed
604,15,2,복권명당,대구 수성구 천을로 180 동서1차아파트상가108-112호,,parsed
605,1,1,미나식품(로또판매점),서울 강서구 금낭화로 91-12,수동,parsed
605,2,1,대박,경기 구리시 안골로103번길 46,자동,parsed
605,3,1,티켓몰,경기 김포시 사우중로 15,자동,parsed
605,4,1,노다지복권방,경기 시흥시 복지로 103-1 1층상가,자동,parsed
605,5,1,아름다운방,경기 의정부시 금오동 473-1번지 플래티넘프라자1층107,자동,parsed
605,6,1,로또나라,경기 파주시 자유로 2212,수동,parsed
605,7,1,GS25(청주율량),충북 청주시 상당구 율량동 846번지,수동,parsed
605,8,1,대박복권판매점,충북 충주시 탄금대로 14,자동,parsed
605,9,1,로또명당인주점,충남 아산시 서해로 519-2,자동,parsed
605,1,2,GS25(가양2),서울 강서구 가양동 1461번지 2단지상가1층106호,,parsed
605,2,2,복권세계,서울 구로구 우마길 4,,parsed
605,3,2,광장하이퍼,서울 구로구 경인로53길 15 중앙유통단지C-05,,parsed
605,4,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
605,5,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
605,6,2,로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,,parsed
605,7,2,갤러리마트,서울 중랑구 사가정로 387,,parsed
605,8,2,로또판매점,부산 남구 석포로 41,,parsed
605,9,2,세븐일레븐부산온천장역점,부산 동래구 중앙대로 1520 북쪽출구 빵집,,parsed
605,10,2,훼미리마트영도모닝점,부산 영도구 대교동2가 112-3번지 CU편의점,,parsed
605,11,2,일등복권편의점,대구 달서구 대명천로 220 1층,,parsed
605,12,2,CU(남대구ＩＣ점),대구 달서구 본리동 659-2번지,,parsed
605,13,2,희망로또,대구 달성군 현풍면 부리 437-6번지 학우사 내,,parsed
605,14,2,제이유종합유통,대구 서구 원대동3가 1309-27번지,,parsed
605,15,2,인성미니슈퍼,인천 부평구 세월천로 46 1호(청천동),,parsed
606,1,1,정우로또,서울 강동구 길동 390-20번지,자동,parsed
606,2,1,대박복권방,서울 관악구 조원동 538-1번지 싱싱마트,수동,parsed
606,3,1,스파,서울 노원구 동일로 1493 주공10단지종합상가111,자동,parsed
606,4,1,스파,서울 노원구 동일로 1493 주공10단지종합상가111,자동,parsed
606,5,1,천하명당복권방,서울 동대문구 전농로 105-1,수동,parsed
606,6,1,굿타임,서울 서대문구 거북골로 39,자동,parsed
606,7,1,슈퍼복권나라,부산 사하구 하신번영로 370,자동,parsed
606,8,1,빅세일마트,부산 중구 중앙동4가 81-19번지,자동,parsed
606,9,1,주택복권방,경기 용인시 수지구 풍덕천로 144-1 103호,자동,parsed
606,10,1,로또복권,대구 군위군 중앙길 32,자동,parsed
606,1,2,신성복권,서울 강남구 학동로 503,,parsed
606,2,2,우이담배가게,서울 강북구 삼양로 371-1,,parsed
606,3,2,대박복권,서울 강서구 등촌동 674-1번지 미니스톱내발산역점(내),,parsed
606,4,2,잉크와복권,서울 강서구 가로공원로76가길 12,,parsed
606,5,2,화곡본마트,서울 강서구 까치산로4길 3,,parsed
606,6,2,GS25(신림신성),서울 관악구 신림동 103-109번지,,parsed
606,7,2,뉴골드나라,서울 광진구 광나루로 521,,parsed
606,8,2,로또판매서교점,서울 마포구 서교동 375-37번지,,parsed
606,9,2,교통카드충전,서울 서초구 강남대로 405,,parsed
606,10,2,제이마트 (J-Mart),서울 서초구 반포동 19-3번지 센트럴씨티125호,,parsed
606,11,2,대박복권방,서울 은평구 갈현로 304 1층,,parsed
606,12,2,복권나라,서울 중구 남대문로5가 12-5번지,,parsed
606,13,2,우정상회,서울 중랑구 상봉로 110 비101호,,parsed
606,14,2,돈벼락맞는곳,부산 동구 조방로49번길 18-1,,parsed
606,15,2,CU(양정번영로점),부산 부산진구 양정동 389-27번지,,parsed
607,1,1,스포츠베팅샵,서울 서초구 동산로 48 104호,수동,parsed
607,2,1,금강종합공구,경기 김포시 대곶면 율생리 350-5번지,자동,parsed
607,3,1,탑스,경기 수원시 팔달구 우만동 578-1번지,자동,parsed
607,4,1,금진슈퍼,전남 여수시 좌수영로 11,자동,parsed
607,1,2,한미복권방,서울 강동구 성내1동 550번지,,parsed
607,2,2,오렌지스토아,서울 광진구 면목로 105 우진빌딩1층,,parsed
607,3,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
607,4,2,명당복권방,서울 동대문구 장안동 98-6번지,,parsed
607,5,2,세븐로또,서울 동대문구 고산자로29길 6,,parsed
607,6,2,한냉매점,서울 동작구 노들로 674 2층 10호,,parsed
607,7,2,가로판매점,서울 서초구 동작대로 118,,parsed
607,8,2,화장품백화점,서울 성북구 장위동 68-736번지,,parsed
607,9,2,한아름문구사,부산 금정구 서동로175번길 25-4 102호 복권판매점,,parsed
607,10,2,빅세일복권방,부산 부산진구 서면문화로 6,,parsed
607,11,2,천하명당복권방(행운을주는사람들),부산 사상구 광장로38번길 25,,parsed
607,12,2,서재강변로또,대구 달성군 서재로 172,,parsed
607,13,2,행운복권방,광주 광산구 금봉로 95 1층,,parsed
607,14,2,E편한마트,광주 북구 중흥동 224-87번지 E편한마트,,parsed
607,15,2,천하명당복권방역전점,대전 동구 대전로 815,,parsed
608,1,1,복권세계,서울 구로구 우마길 4,자동,parsed
608,2,1,버스판매소,서울 영등포구 영중로 2 1층(영등포동3가),자동,parsed
608,3,1,CU(역촌제일점),서울 은평구 역촌동 78-45번지,자동,parsed
608,4,1,공원슈퍼,경기 수원시 장안구 팔달로 255 1층(영화동),자동,parsed
608,5,1,율암25시편의점,경기 화성시 시청로 822,수동,parsed
608,6,1,행운복권방,강원 인제군 금강로 23 1층,수동,parsed
608,7,1,황금당,전남 강진군 중앙로 95 황금당,자동,parsed
608,1,2,럭키마켓,서울 강동구 명일로 159 1층,,parsed
608,2,2,플러스슈퍼,서울 강북구 미아동 838-8번지 패미리마트 내 위치,,parsed
608,3,2,복권명당우장산역점,서울 강서구 내발산동 719-6번지 가판(우리은행옆),,parsed
608,4,2,523마트,서울 강서구 등촌1동 633-7번지 1층,,parsed
608,5,2,노다지 노원역점 복권방,서울 노원구 상계로 78,,parsed
608,6,2,복권천국,서울 동대문구 전농로2나길 15 1층,,parsed
608,7,2,오케이상사,서울 서초구 반포동 19-3번지 센트럴시티내100호매점,,parsed
608,8,2,천하명당복권방,서울 용산구 신계동 36-11번지,,parsed
608,9,2,행운복권방,서울 은평구 응암동 90-14번지 1층 3호,,parsed
608,10,2,대박드림복권방,서울 종로구 숭인동길 35,,parsed
608,11,2,가로판매대제18호,서울 중구 소공로 51,,parsed
608,12,2,그린수퍼,서울 중랑구 동일로130길 42 1층,,parsed
608,13,2,기장슈퍼,부산 기장군 차성동로 69,,parsed
608,14,2,부일카서비스,부산 동구 자성로133번길 35,,parsed
608,15,2,혜인상사,부산 사하구 괴정동 955-22번지 포시즌편의점,,parsed
609,1,1,경남복권방,서울 강북구 도봉로50길 11 1층,자동,parsed
609,2,1,행운대박복권,서울 영등포구 영신로19길 8-1,자동,parsed
609,1,2,소망로또방,서울 강남구 논현동 115-14번지,,parsed
609,2,2,행운로또,서울 강동구 길동 125-5번지,,parsed
609,3,2,그린마트,서울 강동구 명일동 352-4번지,,parsed
609,4,2,신명,서울 강서구 방화동로3길 1,,parsed
609,5,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
609,6,2,종합가판점,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽,,parsed
609,7,2,우주문화사,서울 서초구 사평대로2길 10,,parsed
609,8,2,로또복권방,서울 성북구 동소문로2길 83,,parsed
609,9,2,데이앤나잇,서울 성북구 종암로 132 종암우림카이저팰리스 1층 101호,,parsed
609,10,2,씨스페이스(정릉3점),서울 성북구 정릉동 372-7번지,,parsed
609,11,2,노다지복권방,서울 종로구 종로 331 1층,,parsed
609,12,2,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호,,parsed
609,13,2,천하명당복권방(행운을주는사람들),부산 사상구 광장로38번길 25,,parsed
609,14,2,씨스페이스(송도바다점),부산 서구 암남동 359-1번지,,parsed
609,15,2,태향슈퍼,부산 수영구 수영동 451-13번지,,parsed
610,1,1,Today,서울 광진구 광나루로56길 85 테크노마트9층판매동24호,자동,parsed
610,2,1,대화로또판매점,대전 대덕구 오정동 10-2번지,자동,parsed
610,3,1,GS25(수지수석),경기 용인시 수지구 풍덕천동 1080-1번지 수석프라자103호,자동,parsed
610,4,1,로또7일레븐 태화점,경북 안동시 태화동 175-3번지,자동,parsed
610,1,2,대박복권방,서울 관악구 조원동 538-1번지 싱싱마트,,parsed
610,3,2,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호,,parsed
610,4,2,가로매점,서울 종로구 종로4가 126-2번지,,parsed
610,5,2,부자랑복권방,서울 중랑구 면목동 167-28번지,,parsed
610,6,2,원바이원,부산 중구 흑교로 18,,parsed
610,7,2,대박골드,부산 중구 보수동1가 77-21번지 복권판매점,,parsed
610,8,2,로또봉덕시장지점,대구 남구 봉덕로 120,,parsed
610,9,2,복권명당,대구 동구 효신로 23,,parsed
610,10,2,로또3공단,대구 북구 노원동3가 1038-3번지,,parsed
610,11,2,로또명당,인천 미추홀구 인주대로 423 101호,,parsed
610,12,2,바이더웨이로또,인천 부평구 십정2동 408-48번지 대우마이빌상가1층108,,parsed
610,13,2,마이마트,인천 서구 탁옥로 76 한국상가제1층101호,,parsed
610,14,2,행운로또,광주 남구 서동 241-2번지,,parsed
610,15,2,오천억복권방,광주 서구 상무대로 1087,,parsed
611,1,1,진흥슈퍼,서울 강남구 논현로150길 31,자동,parsed
611,2,1,대소원로또,충북 충주시 중원대로 4373 휴게소내 컨테이너,자동,parsed
611,3,1,역전복권방,충남 예산군 아리랑로 7,자동,parsed
611,4,1,킹마트,충남 천안시 서북구 성정동 624-4,자동,parsed
611,1,2,정우로또,서울 강동구 길동 390-20번지,,parsed
611,2,2,왕대박,서울 강북구 오패산로30길 9 1층,,parsed
611,3,2,복권마을,서울 구로구 구로동로 72,,parsed
611,4,2,복권마을,서울 구로구 구로동로 72,,parsed
611,5,2,복권마을,서울 구로구 구로동로 72,,parsed
611,6,2,복권마을,서울 구로구 구로동로 72,,parsed
611,8,2,로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,,parsed
611,9,2,CU(상계점),서울 노원구 상계3.4동 95-256번지,,parsed
611,10,2,로또복권,서울 도봉구 해등로 168 1층,,parsed
611,11,2,종합가판점,서울 동대문구 왕산로40길 6 건물 앞쪽 가판점 청량리역 5번출구 앞쪽,,parsed
611,12,2,미니행운로또,서울 동작구 사당동 147-78번지,,parsed
611,13,2,미래통신,서울 성북구 장월로 118-1,,parsed
611,14,2,토큰판매소,서울 송파구 바람드리길 62,,parsed
611,15,2,교통카드판매대,서울 영등포구 여의나루로 71,,parsed
612,1,1,교통카드충전소,서울 금천구 시흥대로 398,자동,parsed
612,2,1,구포라인점,부산 북구 구포동 700-148번지,수동,parsed
612,3,1,터미널로또판매점,인천 남구 관교동 15번지 인천교통공사대합실1층2호편의점내,자동,parsed
612,4,1,GS25(둔산을지점),대전 서구 둔산동 1349번지 1층 편의점,자동,parsed
612,5,1,우리들삼산본동점,울산 남구 돋질로 445,수동,parsed
612,6,1,으뜸우리들복권방,울산 남구 무거동 623-19번지 우리들마트 내,수동,parsed
612,7,1,황금로또,강원 원주시 현충로318번길 35 1층,자동,parsed
612,8,1,복권마트,강원 홍천군 홍천로 409 1층,자동,parsed
612,9,1,대박마트복권방,충남 아산시 음봉로 844 태화상가1층103호,수동,parsed
612,10,1,천하명당복권방,충남 홍성군 조양로 180,자동,parsed
612,11,1,한진롯또대박판매점,전북 고창군 복분자로 900,자동,parsed
612,1,2,삼성복권,서울 강남구 대치동 957-3번지 1층,,parsed
612,2,2,공항로또,서울 강서구 공항대로 37 7호,,parsed
612,3,2,로또645,서울 동대문구 한천로46길 56-4 GS25시 휘경주공점,,parsed
612,4,2,영아식품,서울 동대문구 전농로 129,,parsed
612,5,2,그랜드마트앞가판점,서울 마포구 신촌로 94,,parsed
612,6,2,홍제삼거리마트,서울 서대문구 통일로 407,,parsed
612,7,2,홍제삼거리마트,서울 서대문구 통일로 407,,parsed
612,8,2,복있는가게,서울 성북구 장위동 64-121번지,,parsed
612,9,2,캐논종합,서울 용산구 새창로 156 3층큰길가장오른쪽네번째칸,,parsed
612,10,2,행운복권방,서울 은평구 연서로21길 8,,parsed
612,11,2,월드24시,서울 은평구 통일로 855-15,,parsed
612,12,2,행운복권방,부산 사상구 사상로 527,,parsed
612,13,2,행복이가득한집,부산 영도구 동삼로 89 1층 복권방,,parsed
612,14,2,씨스페이스(상인점),대구 달서구 상인동 1552-4번지,,parsed
612,15,2,팅크잉크토너전문점,대구 동구 국채보상로155길 10,,parsed
613,1,1,슈퍼복권나라,부산 부산진구 범일로142번길 31 1층 복권방,자동,parsed
613,2,1,월드,대구 수성구 달구벌대로631길 3,자동,parsed
613,3,1,복권전문점,인천 부평구 원적로 437,자동,parsed
613,4,1,힘찬슈퍼 복권방,인천 부평구 장제로 112,자동,parsed
613,5,1,동키호테편의점,광주 서구 풍금로38번길 23,자동,parsed
613,6,1,행운복권방,울산 중구 반구정6길 18-4,자동,parsed
613,7,1,굿프랜즈편의점,경기 고양시 덕양구 토당동 877-1번지,자동,parsed
613,8,1,노다지복권방,경기 용인시 처인구 금령로 130,수동,parsed
613,9,1,굿타임24아산석정점(구드림통신),충남 아산시 충무로 230 1층,자동,parsed
613,1,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
613,2,2,가자주류 영등포,서울 영등포구 선유로 58,,parsed
613,3,2,가판점(신문),서울 영등포구 양평로 50-2,,parsed
613,4,2,가로가판대제57호(구),서울 중구 세종대로14길 6-2,,parsed
613,5,2,하나열쇠,부산 남구 용호로 179,,parsed
613,6,2,GS25(민락중앙),부산 수영구 민락동 181-82번지 1층,,parsed
613,7,2,로또명당월배점,대구 달서구 진천동 243-6번지 243-6,,parsed
613,8,2,복권나라,대구 수성구 수성로 3,,parsed
613,9,2,즐거운복권방,인천 미추홀구 미추홀대로 541,,parsed
613,10,2,대야지복권,광주 남구 회재로 1255-1,,parsed
613,11,2,노다지복권방,대전 동구 홍도동 11-33번지,,parsed
613,12,2,복권방(행운열차),울산 중구 다운로 114,,parsed
613,13,2,우리들옥교점,울산 중구 종가2길 2-1 1층 101호(유곡동),,parsed
613,14,2,금두꺼비복권방,경기 고양시 일산서구 강성로 263 재성빌딩1층,,parsed
613,15,2,GS25(광명녹원점),경기 광명시 하안동 302번지 녹원프라자106호,,parsed
614,1,1,씨유 개화산역점,서울 강서구 양천로 19 (방화동),자동,parsed
614,2,1,주택복권사랑방,서울 관악구 난곡로 363-1,수동,parsed
614,3,1,오거리마트,서울 은평구 응암로14길 6,자동,parsed
614,4,1,베스트올원당,인천 서구 원당동 824-2골든벨프라자102호,자동,parsed
614,5,1,대야지복권,광주 남구 회재로 1255-1,자동,parsed
614,6,1,플러스복권방,강원 춘천시 효자2동 663-2번지,자동,parsed
614,1,2,수서역로또명당,서울 강남구 수서동 724번지벨리상가1층세븐일레븐수서역점,,parsed
614,2,2,두꺼비로또판매점,서울 관악구 봉천동 1630-1번지,,parsed
614,3,2,대성복권방,서울 금천구 독산동 1008-1번지 1층대성식품내,,parsed
614,4,2,경성식품,서울 동대문구 망우로21길 52,,parsed
614,5,2,우선식품,서울 영등포구 도신로 231-2,,parsed
614,6,2,노다지복권방,서울 종로구 종로 331 1층,,parsed
614,7,2,GS25(대연중앙),부산 남구 대연동 1729-5번지,,parsed
614,8,2,하나열쇠,부산 남구 용호로 179,,parsed
614,9,2,꿈의나라,부산 동래구 명륜동 533-49번지 세븐일레븐마트 내,,parsed
614,10,2,혜인상사,부산 사하구 괴정동 955-22번지 포시즌편의점,,parsed
614,11,2,나우리,부산 연제구 연산동 731-7번지 GS25편의점 내,,parsed
614,12,2,다산종합관리,대구 동구 용계동 420-6번지,,parsed
614,13,2,행운마트,인천 동구 송림로 71-1,,parsed
614,14,2,형제상회,대전 서구 계룡로 664-1,,parsed
614,15,2,노다지복권방,대전 서구 조달청길 62,,parsed
615,1,1,연초2호,서울 서초구 신반포로 194 쇼케이스7호,자동,parsed
615,2,1,금성상회,부산 동래구 충렬대로107번길 92-4,자동,parsed
615,3,1,동일통신,부산 해운대구 선수촌로 16,수동,parsed
615,4,1,복권천국,인천 계양구 동양동 604-2번지,자동,parsed
615,5,1,GS25(구월효명),인천 남동구 구월동 1463번지 102호,자동,parsed
615,6,1,복권전문점,대전 유성구 유성대로694번길 84,자동,parsed
615,7,1,부자복권방,전북 군산시 구시장로 4,자동,parsed
615,8,1,로또7일레븐 태화점,경북 안동시 태화동 175-3번지,자동,parsed
615,9,1,NG24,경북 칠곡군 북중리3길 59,자동,parsed
615,1,2,로또복권대치점,서울 강남구 개포로 615 석탑프라자1층,,parsed
615,2,2,봉천식품,서울 관악구 성현동 7-273번지,,parsed
615,3,2,하이로또,서울 금천구 금하로 686,,parsed
615,4,2,하이로또,서울 금천구 금하로 686,,parsed
615,5,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
615,6,2,현대슈퍼,서울 중랑구 봉우재로 203-1,,parsed
615,7,2,사하상회,부산 사하구 낙동대로 256-1,,parsed
615,8,2,짱25시,대구 수성구 달구벌대로 2610 세븐일레븐남부점내(좌측2번째상가),,parsed
615,9,2,행복한복권방,대구 수성구 범어동 2017번지성조타운상가108호 세븐일레븐편의점,,parsed
615,10,2,프렌드24시,광주 광산구 첨단중앙로 164 빌리오네2 제1층 106호,,parsed
615,11,2,대박복권전문점,광주 서구 금화로115번길 9 한국APT 2차상가 106호,,parsed
615,12,2,대박로또복권방,대전 중구 보문로 32-5,,parsed
615,13,2,현대25편의점,경기 고양시 일산서구 미래로 164,,parsed
615,14,2,SoundWave,경기 광명시 광명동 150-7번지,,parsed
615,15,2,반도프라자점 로또판매,경기 남양주시 진접읍 금곡리 972-2번지 반도프라자,,parsed
616,1,1,달랑슈퍼,서울 강남구 삼성로82길 22,수동,parsed
616,2,1,로또판매점,서울 은평구 응암동 589-38번지,수동,parsed
616,3,1,천하명당복권방(행운을주는사람들),부산 사상구 광장로38번길 25,수동,parsed
616,4,1,마리나복권,부산 해운대구 좌동 1270-1번지 정선빌딩1층훼미리마트내,수동,parsed
616,5,1,아로마포미둔산점,대전 서구 둔지로 15 경희빌딩1층,자동,parsed
616,6,1,권선로또복권방,경기 수원시 권선구 탑동로 22 천림빌딩102호,자동,parsed
616,7,1,GS25(수원삼성),경기 수원시 영통구 매탄동 1267-7번지 중앙프라자104호,자동,parsed
616,8,1,올인로또복권,전북 전주시 완산구 효자동2가 203-5번지 코끼리마트 상가 내,수동,parsed
616,9,1,101편의방,경북 포항시 남구 청림동 3-263번지,자동,parsed
616,1,2,프로토 포이점,서울 강남구 논현로 36 태양빌딩103호,,parsed
616,2,2,개봉2호점로또판매,서울 구로구 가마산로 219 1층,,parsed
616,3,2,로또복권,서울 구로구 구로동 738-71번지,,parsed
616,4,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111,,parsed
616,5,2,말죽거리로또,서울 서초구 양재동 11-17번지,,parsed
616,6,2,신문가판대뚝섬역에스콰이야본사앞,서울 성동구 성수동1가 656-297번지,,parsed
616,7,2,미니스톱석촌한솔점,서울 송파구 마천로7길 6 대림아파트상가115호,,parsed
616,8,2,중앙복권,서울 양천구 신월동 961-5번지 이프랜드내,,parsed
616,9,2,가로대가판점,서울 은평구 통일로 741 롯데리아앞가판,,parsed
616,10,2,SK텔레콤종로지점앞가판대,서울 종로구 우정국로 6 SK텔레콤종로지점 앞 가판대,,parsed
616,11,2,가로가판대제57호(구),서울 중구 세종대로14길 6-2,,parsed
616,12,2,삼보복권,서울 중랑구 면목동 579-3번지,,parsed
616,13,2,부일카서비스,부산 동구 자성로133번길 35,,parsed
616,14,2,부일카서비스,부산 동구 자성로133번길 35,,parsed
616,15,2,빅세일복권방,부산 부산진구 서면문화로 6,,parsed
617,1,1,훼미리로또,서울 동작구 신대방동 395-68번지 훼미리타운102호,수동,parsed
617,2,1,로또복권판매소,서울 마포구 마포대로 44 진도빌딩앞,자동,parsed
617,3,1,국세청앞센타,부산 동구 조방로 43 하나은행 앞 가로판매점 1층(범일동),수동,parsed
617,4,1,권선로또복권방,경기 수원시 권선구 탑동로 22 천림빌딩102호,수동,parsed
617,5,1,팡팡사동복권방,경기 안산시 상록구 석호로 189 101호,자동,parsed
617,6,1,로또천국,충북 충주시 칠금동 849번지 충주공영버스터미널1층 터미널매점,수동,parsed
